id,russian,lincos,category,subcategory,difficulty,concepts
math_96,пять плюс шесть равно одиннадцать,101 + 110 = 1011,math,addition,1,"['arithmetic', 'addition']"
comp_22,четыре меньше или равно пятнадцать,100 ≤ 1111,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_447,пять умножить на восемь равно сорок,101 * 1000 = 101000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1065,два плюс одиннадцать равно тринадцать,10 + 1011 = 1101,math,addition,1,"['arithmetic', 'addition']"
math_1026,шесть умножить на семь равно сорок два,110 * 111 = 101010,math,multiplication,1,"['arithmetic', 'multiplication']"
math_458,пятнадцать минус один равно четырнадцать,1111 - 1 = 1110,math,subtraction,1,"['arithmetic', 'subtraction']"
math_37,пять умножить на семь равно тридцать пять,101 * 111 = 100011,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_37,пятнадцать меньше семнадцать,1111 < 10001,comparison,меньше,1,"['comparison', 'inequality']"
math_23,шесть умножить на девять равно пятьдесят четыре,110 * 1001 = 110110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1240,z равно c,z = c,logic,equality,1,"['logic', 'equality']"
logic_126,x является элементом множества Pri,x ∈ Pri,logic,membership,2,"['logic', 'membership']"
math_172,четыре минус один равно три,100 - 1 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
math_111,двенадцать умножить на пять равно шестьдесят,1100 * 101 = 111100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1196,x является элементом множества Com,x ∈ Com,logic,membership,2,"['logic', 'membership']"
logic_1314,b является элементом множества Pri,b ∈ Pri,logic,membership,2,"['logic', 'membership']"
comp_294,тринадцать больше или равно пять,1101 ≥ 101,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_57,"для всех a, если a принадлежит Int, то a принадлежит Rea",∧ a . a ∈ Int . → . a ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_78,b равно x,b = x,logic,equality,1,"['logic', 'equality']"
logic_399,y равно a,y = a,logic,equality,1,"['logic', 'equality']"
logic_947,"существует b такой, что b принадлежит Int",∨ b . b ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_40,"если x равно y, то y равно x",x = y . → . y = x,logic,implication,2,"['logic', 'implication']"
logic_683,a равно b,a = b,logic,equality,1,"['logic', 'equality']"
logic_904,"если a равно y, то y равно a",a = y . → . y = a,logic,implication,2,"['logic', 'implication']"
logic_1101,c является элементом множества Num,c ∈ Num,logic,membership,2,"['logic', 'membership']"
math_293,десять минус восемь равно два,1010 - 1000 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_14,"если b равно x, то x равно b",b = x . → . x = b,logic,implication,2,"['logic', 'implication']"
math_718,восемь минус четыре равно четыре,1000 - 100 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_201,восемнадцать больше или равно десять,10010 ≥ 1010,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_892,"существует b такой, что b принадлежит Num",∨ b . b ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_161,c является элементом множества Com,c ∈ Com,logic,membership,2,"['logic', 'membership']"
logic_1320,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
logic_1042,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
logic_323,"существует b такой, что b принадлежит Int",∨ b . b ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_240,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
math_418,семь умножить на шесть равно сорок два,111 * 110 = 101010,math,multiplication,1,"['arithmetic', 'multiplication']"
math_4,десять умножить на четыре равно сорок,1010 * 100 = 101000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_543,семь умножить на четыре равно двадцать восемь,111 * 100 = 11100,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_45,шесть больше пять,110 > 101,comparison,больше,1,"['comparison', 'inequality']"
math_247,четырнадцать плюс шесть равно двадцать,1110 + 110 = 10100,math,addition,1,"['arithmetic', 'addition']"
math_907,девять плюс одиннадцать равно двадцать,1001 + 1011 = 10100,math,addition,1,"['arithmetic', 'addition']"
logic_1098,x равно a,x = a,logic,equality,1,"['logic', 'equality']"
math_552,два умножить на один равно два,10 * 1 = 10,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_44,четырнадцать больше одиннадцать,1110 > 1011,comparison,больше,1,"['comparison', 'inequality']"
logic_1275,y равно z,y = z,logic,equality,1,"['logic', 'equality']"
math_296,двенадцать минус пять равно семь,1100 - 101 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
math_885,шесть плюс пять равно одиннадцать,110 + 101 = 1011,math,addition,1,"['arithmetic', 'addition']"
logic_755,"если y равно a, то a равно y",y = a . → . a = y,logic,implication,2,"['logic', 'implication']"
logic_908,y равно z,y = z,logic,equality,1,"['logic', 'equality']"
comp_369,девять больше два,1001 > 10,comparison,больше,1,"['comparison', 'inequality']"
math_455,двенадцать минус пять равно семь,1100 - 101 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_72,два больше или равно один,10 ≥ 1,comparison,больше или равно,1,"['comparison', 'inequality']"
math_227,пять минус один равно четыре,101 - 1 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1454,b равно a,b = a,logic,equality,1,"['logic', 'equality']"
math_807,двенадцать минус два равно десять,1100 - 10 = 1010,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_822,b является элементом множества Pri,b ∈ Pri,logic,membership,2,"['logic', 'membership']"
math_758,шесть плюс пятнадцать равно двадцать один,110 + 1111 = 10101,math,addition,1,"['arithmetic', 'addition']"
logic_1352,c равно x,c = x,logic,equality,1,"['logic', 'equality']"
logic_1470,"если c равно b, то b равно c",c = b . → . b = c,logic,implication,2,"['logic', 'implication']"
comp_308,шестнадцать больше три,10000 > 11,comparison,больше,1,"['comparison', 'inequality']"
math_1207,четыре плюс два равно шесть,100 + 10 = 110,math,addition,1,"['arithmetic', 'addition']"
logic_729,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
math_960,пятнадцать умножить на три равно сорок пять,1111 * 11 = 101101,math,multiplication,1,"['arithmetic', 'multiplication']"
math_370,пять умножить на пятнадцать равно семьдесят пять,101 * 1111 = 1001011,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_565,z является элементом множества Pri,z ∈ Pri,logic,membership,2,"['logic', 'membership']"
logic_1169,b равно a,b = a,logic,equality,1,"['logic', 'equality']"
logic_1010,y равно c,y = c,logic,equality,1,"['logic', 'equality']"
comp_195,пятнадцать больше семь,1111 > 111,comparison,больше,1,"['comparison', 'inequality']"
math_1145,четыре умножить на одиннадцать равно сорок четыре,100 * 1011 = 101100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1034,девять минус пять равно четыре,1001 - 101 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_737,"существует z такой, что z принадлежит Com",∨ z . z ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
logic_195,a равно z,a = z,logic,equality,1,"['logic', 'equality']"
logic_645,"для всех z, если z принадлежит Rea, то z принадлежит Com",∧ z . z ∈ Rea . → . z ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_810,девять умножить на четыре равно тридцать шесть,1001 * 100 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_483,девятнадцать больше или равно одиннадцать,10011 ≥ 1011,comparison,больше или равно,1,"['comparison', 'inequality']"
math_16,одиннадцать плюс три равно четырнадцать,1011 + 11 = 1110,math,addition,1,"['arithmetic', 'addition']"
math_826,пятнадцать минус шесть равно девять,1111 - 110 = 1001,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_293,четырнадцать больше или равно два,1110 ≥ 10,comparison,больше или равно,1,"['comparison', 'inequality']"
math_864,четырнадцать плюс восемь равно двадцать два,1110 + 1000 = 10110,math,addition,1,"['arithmetic', 'addition']"
comp_194,десять меньше или равно шестнадцать,1010 ≤ 10000,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_487,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
math_444,четыре умножить на девять равно тридцать шесть,100 * 1001 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_634,c является элементом множества Com,c ∈ Com,logic,membership,2,"['logic', 'membership']"
comp_421,четыре меньше восемь,100 < 1000,comparison,меньше,1,"['comparison', 'inequality']"
logic_9,"если b равно x, то x равно b",b = x . → . x = b,logic,implication,2,"['logic', 'implication']"
math_579,три плюс восемь равно одиннадцать,11 + 1000 = 1011,math,addition,1,"['arithmetic', 'addition']"
logic_1082,"если c равно z, то z равно c",c = z . → . z = c,logic,implication,2,"['logic', 'implication']"
math_343,двенадцать минус шесть равно шесть,1100 - 110 = 110,math,subtraction,1,"['arithmetic', 'subtraction']"
math_1059,пятнадцать минус тринадцать равно два,1111 - 1101 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
math_271,тринадцать плюс шесть равно девятнадцать,1101 + 110 = 10011,math,addition,1,"['arithmetic', 'addition']"
math_71,пять плюс три равно восемь,101 + 11 = 1000,math,addition,1,"['arithmetic', 'addition']"
math_255,десять умножить на три равно тридцать,1010 * 11 = 11110,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_437,девятнадцать больше десять,10011 > 1010,comparison,больше,1,"['comparison', 'inequality']"
math_604,двенадцать минус пять равно семь,1100 - 101 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
math_565,девять умножить на три равно двадцать семь,1001 * 11 = 11011,math,multiplication,1,"['arithmetic', 'multiplication']"
math_364,шесть умножить на двенадцать равно семьдесят два,110 * 1100 = 1001000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_303,семь делить на один равно семь,111 / 1 = 111,math,division,1,"['arithmetic', 'division']"
logic_989,x равно b,x = b,logic,equality,1,"['logic', 'equality']"
math_909,семь минус пять равно два,111 - 101 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_95,пять меньше четырнадцать,101 < 1110,comparison,меньше,1,"['comparison', 'inequality']"
comp_335,четыре меньше девять,100 < 1001,comparison,меньше,1,"['comparison', 'inequality']"
logic_695,"если y равно b, то b равно y",y = b . → . b = y,logic,implication,2,"['logic', 'implication']"
math_803,восемь минус четыре равно четыре,1000 - 100 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_178,"если y равно c, то c равно y",y = c . → . c = y,logic,implication,2,"['logic', 'implication']"
math_735,четырнадцать плюс восемь равно двадцать два,1110 + 1000 = 10110,math,addition,1,"['arithmetic', 'addition']"
math_301,девять делить на три равно три,1001 / 11 = 11,math,division,1,"['arithmetic', 'division']"
logic_1445,y является элементом множества Num,y ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_799,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_686,"если y равно b, то b равно y",y = b . → . b = y,logic,implication,2,"['logic', 'implication']"
comp_247,одиннадцать меньше или равно тринадцать,1011 ≤ 1101,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_363,"если c равно x, то x равно c",c = x . → . x = c,logic,implication,2,"['logic', 'implication']"
comp_80,семнадцать меньше или равно восемнадцать,10001 ≤ 10010,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_1265,x равно a,x = a,logic,equality,1,"['logic', 'equality']"
logic_1351,"если b равно a, то a равно b",b = a . → . a = b,logic,implication,2,"['logic', 'implication']"
logic_552,"если a равно x, то x равно a",a = x . → . x = a,logic,implication,2,"['logic', 'implication']"
logic_1004,"если a равно y, то y равно a",a = y . → . y = a,logic,implication,2,"['logic', 'implication']"
logic_1084,x является элементом множества Rat,x ∈ Rat,logic,membership,2,"['logic', 'membership']"
logic_595,y равно c,y = c,logic,equality,1,"['logic', 'equality']"
math_626,четыре умножить на девять равно тридцать шесть,100 * 1001 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_496,два плюс десять равно двенадцать,10 + 1010 = 1100,math,addition,1,"['arithmetic', 'addition']"
math_925,девять минус шесть равно три,1001 - 110 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_80,"существует x такой, что x принадлежит Rat",∨ x . x ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
math_816,один делить на один равно один,1 / 1 = 1,math,division,1,"['arithmetic', 'division']"
comp_205,три меньше восемь,11 < 1000,comparison,меньше,1,"['comparison', 'inequality']"
comp_280,пятнадцать больше или равно тринадцать,1111 ≥ 1101,comparison,больше или равно,1,"['comparison', 'inequality']"
math_740,тринадцать делить на один равно тринадцать,1101 / 1 = 1101,math,division,1,"['arithmetic', 'division']"
math_1036,два умножить на десять равно двадцать,10 * 1010 = 10100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_864,"существует x такой, что x принадлежит Int",∨ x . x ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
math_580,двенадцать плюс девять равно двадцать один,1100 + 1001 = 10101,math,addition,1,"['arithmetic', 'addition']"
logic_154,"если x равно a, то a равно x",x = a . → . a = x,logic,implication,2,"['logic', 'implication']"
math_877,четыре умножить на один равно четыре,100 * 1 = 100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_877,b является элементом множества Rat,b ∈ Rat,logic,membership,2,"['logic', 'membership']"
logic_1197,"существует c такой, что c принадлежит Rea",∨ c . c ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_379,x равно c,x = c,logic,equality,1,"['logic', 'equality']"
comp_447,девять больше или равно восемь,1001 ≥ 1000,comparison,больше или равно,1,"['comparison', 'inequality']"
math_539,пять умножить на девять равно сорок пять,101 * 1001 = 101101,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_313,три меньше четыре,11 < 100,comparison,меньше,1,"['comparison', 'inequality']"
logic_155,"если c равно z, то z равно c",c = z . → . z = c,logic,implication,2,"['logic', 'implication']"
math_511,один умножить на четырнадцать равно четырнадцать,1 * 1110 = 1110,math,multiplication,1,"['arithmetic', 'multiplication']"
math_947,три плюс одиннадцать равно четырнадцать,11 + 1011 = 1110,math,addition,1,"['arithmetic', 'addition']"
math_670,два умножить на пятнадцать равно тридцать,10 * 1111 = 11110,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1188,шесть умножить на два равно двенадцать,110 * 10 = 1100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_740,"если b равно z, то z равно b",b = z . → . z = b,logic,implication,2,"['logic', 'implication']"
logic_274,c равно x,c = x,logic,equality,1,"['logic', 'equality']"
comp_246,шестнадцать больше или равно тринадцать,10000 ≥ 1101,comparison,больше или равно,1,"['comparison', 'inequality']"
math_1052,шесть умножить на шесть равно тридцать шесть,110 * 110 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_23,двенадцать меньше или равно восемнадцать,1100 ≤ 10010,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_500,семь плюс девять равно шестнадцать,111 + 1001 = 10000,math,addition,1,"['arithmetic', 'addition']"
math_1143,десять плюс два равно двенадцать,1010 + 10 = 1100,math,addition,1,"['arithmetic', 'addition']"
logic_237,"если y равно b, то b равно y",y = b . → . b = y,logic,implication,2,"['logic', 'implication']"
math_449,четырнадцать плюс четыре равно восемнадцать,1110 + 100 = 10010,math,addition,1,"['arithmetic', 'addition']"
logic_1144,"существует a такой, что a принадлежит Rea",∨ a . a ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_791,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
math_538,одиннадцать плюс четыре равно пятнадцать,1011 + 100 = 1111,math,addition,1,"['arithmetic', 'addition']"
logic_222,"если c равно b, то b равно c",c = b . → . b = c,logic,implication,2,"['logic', 'implication']"
logic_620,"если y равно x, то x равно y",y = x . → . x = y,logic,implication,2,"['logic', 'implication']"
logic_1260,a является элементом множества Com,a ∈ Com,logic,membership,2,"['logic', 'membership']"
logic_1355,"существует b такой, что b принадлежит Int",∨ b . b ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_613,"для всех z, если z принадлежит Pri, то z принадлежит Num",∧ z . z ∈ Pri . → . z ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_81,тринадцать минус три равно десять,1101 - 11 = 1010,math,subtraction,1,"['arithmetic', 'subtraction']"
math_56,шесть минус три равно три,110 - 11 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_325,a является элементом множества Rea,a ∈ Rea,logic,membership,2,"['logic', 'membership']"
math_1073,пятнадцать минус одиннадцать равно четыре,1111 - 1011 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
math_216,двенадцать минус десять равно два,1100 - 1010 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_487,четыре меньше или равно семнадцать,100 ≤ 10001,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_938,"если a равно z, то z равно a",a = z . → . z = a,logic,implication,2,"['logic', 'implication']"
logic_1354,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
logic_415,c является элементом множества Num,c ∈ Num,logic,membership,2,"['logic', 'membership']"
math_1179,четыре плюс девять равно тринадцать,100 + 1001 = 1101,math,addition,1,"['arithmetic', 'addition']"
comp_165,четыре больше один,100 > 1,comparison,больше,1,"['comparison', 'inequality']"
logic_1395,z является элементом множества Int,z ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_806,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
math_596,тринадцать минус пять равно восемь,1101 - 101 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_34,три больше или равно один,11 ≥ 1,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_1083,"существует y такой, что y принадлежит Rat",∨ y . y ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
comp_248,девять больше или равно восемь,1001 ≥ 1000,comparison,больше или равно,1,"['comparison', 'inequality']"
math_245,десять минус один равно девять,1010 - 1 = 1001,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_148,десять больше девять,1010 > 1001,comparison,больше,1,"['comparison', 'inequality']"
math_612,десять умножить на шесть равно шестьдесят,1010 * 110 = 111100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_501,одиннадцать плюс четырнадцать равно двадцать пять,1011 + 1110 = 11001,math,addition,1,"['arithmetic', 'addition']"
logic_1002,"если x равно a, то a равно x",x = a . → . a = x,logic,implication,2,"['logic', 'implication']"
logic_351,"если x равно a, то a равно x",x = a . → . a = x,logic,implication,2,"['logic', 'implication']"
logic_76,"для всех y, если y принадлежит Pri, то y принадлежит Num",∧ y . y ∈ Pri . → . y ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_867,x является элементом множества Pri,x ∈ Pri,logic,membership,2,"['logic', 'membership']"
logic_1304,"если x равно b, то b равно x",x = b . → . b = x,logic,implication,2,"['logic', 'implication']"
math_450,шесть плюс два равно восемь,110 + 10 = 1000,math,addition,1,"['arithmetic', 'addition']"
math_212,четырнадцать минус тринадцать равно один,1110 - 1101 = 1,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1447,"существует b такой, что b принадлежит Int",∨ b . b ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
math_478,четырнадцать минус три равно одиннадцать,1110 - 11 = 1011,math,subtraction,1,"['arithmetic', 'subtraction']"
math_600,пять умножить на четырнадцать равно семьдесят,101 * 1110 = 1000110,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_140,девятнадцать больше или равно три,10011 ≥ 11,comparison,больше или равно,1,"['comparison', 'inequality']"
comp_151,тринадцать больше или равно девять,1101 ≥ 1001,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_753,"существует c такой, что c принадлежит Rat",∨ c . c ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
math_1108,два плюс одиннадцать равно тринадцать,10 + 1011 = 1101,math,addition,1,"['arithmetic', 'addition']"
math_1180,четыре плюс шесть равно десять,100 + 110 = 1010,math,addition,1,"['arithmetic', 'addition']"
math_695,восемь делить на два равно четыре,1000 / 10 = 100,math,division,1,"['arithmetic', 'division']"
comp_496,семнадцать больше пятнадцать,10001 > 1111,comparison,больше,1,"['comparison', 'inequality']"
logic_563,"если z равно a, то a равно z",z = a . → . a = z,logic,implication,2,"['logic', 'implication']"
logic_990,"если c равно z, то z равно c",c = z . → . z = c,logic,implication,2,"['logic', 'implication']"
logic_921,b является элементом множества Int,b ∈ Int,logic,membership,2,"['logic', 'membership']"
math_399,одиннадцать плюс четыре равно пятнадцать,1011 + 100 = 1111,math,addition,1,"['arithmetic', 'addition']"
math_668,десять минус четыре равно шесть,1010 - 100 = 110,math,subtraction,1,"['arithmetic', 'subtraction']"
math_498,девять плюс девять равно восемнадцать,1001 + 1001 = 10010,math,addition,1,"['arithmetic', 'addition']"
logic_759,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
math_504,двенадцать минус один равно одиннадцать,1100 - 1 = 1011,math,subtraction,1,"['arithmetic', 'subtraction']"
math_161,пятнадцать минус одиннадцать равно четыре,1111 - 1011 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_446,десять меньше или равно двадцать,1010 ≤ 10100,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_385,пятнадцать плюс четыре равно девятнадцать,1111 + 100 = 10011,math,addition,1,"['arithmetic', 'addition']"
math_704,три умножить на двенадцать равно тридцать шесть,11 * 1100 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_926,пять плюс тринадцать равно восемнадцать,101 + 1101 = 10010,math,addition,1,"['arithmetic', 'addition']"
logic_712,"для всех y, если y принадлежит Pri, то y принадлежит Num",∧ y . y ∈ Pri . → . y ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_1203,"для всех c, если c принадлежит Num, то c принадлежит Int",∧ c . c ∈ Num . → . c ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
math_717,один плюс четыре равно пять,1 + 100 = 101,math,addition,1,"['arithmetic', 'addition']"
math_53,восемь делить на два равно четыре,1000 / 10 = 100,math,division,1,"['arithmetic', 'division']"
comp_107,восемь меньше восемнадцать,1000 < 10010,comparison,меньше,1,"['comparison', 'inequality']"
logic_127,b равно a,b = a,logic,equality,1,"['logic', 'equality']"
math_1121,три плюс четырнадцать равно семнадцать,11 + 1110 = 10001,math,addition,1,"['arithmetic', 'addition']"
comp_59,пятнадцать больше или равно пятнадцать,1111 ≥ 1111,comparison,больше или равно,1,"['comparison', 'inequality']"
math_1172,тринадцать минус шесть равно семь,1101 - 110 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_445,четырнадцать больше семь,1110 > 111,comparison,больше,1,"['comparison', 'inequality']"
math_560,тринадцать плюс шесть равно девятнадцать,1101 + 110 = 10011,math,addition,1,"['arithmetic', 'addition']"
math_286,десять минус три равно семь,1010 - 11 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
math_536,девять минус шесть равно три,1001 - 110 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_467,два меньше или равно тринадцать,10 ≤ 1101,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_1199,шесть минус два равно четыре,110 - 10 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_577,"если y равно x, то x равно y",y = x . → . x = y,logic,implication,2,"['logic', 'implication']"
logic_673,z равно y,z = y,logic,equality,1,"['logic', 'equality']"
math_1140,один умножить на три равно три,1 * 11 = 11,math,multiplication,1,"['arithmetic', 'multiplication']"
math_940,десять умножить на девять равно девяносто,1010 * 1001 = 1011010,math,multiplication,1,"['arithmetic', 'multiplication']"
math_680,шесть умножить на два равно двенадцать,110 * 10 = 1100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_500,a является элементом множества Pri,a ∈ Pri,logic,membership,2,"['logic', 'membership']"
math_630,одиннадцать минус два равно девять,1011 - 10 = 1001,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_317,три меньше или равно четыре,11 ≤ 100,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_931,c является элементом множества Rea,c ∈ Rea,logic,membership,2,"['logic', 'membership']"
logic_270,b является элементом множества Rea,b ∈ Rea,logic,membership,2,"['logic', 'membership']"
logic_1009,"существует c такой, что c принадлежит Pri",∨ c . c ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
math_505,пять плюс одиннадцать равно шестнадцать,101 + 1011 = 10000,math,addition,1,"['arithmetic', 'addition']"
logic_1459,a является элементом множества Rat,a ∈ Rat,logic,membership,2,"['logic', 'membership']"
math_376,одиннадцать плюс десять равно двадцать один,1011 + 1010 = 10101,math,addition,1,"['arithmetic', 'addition']"
math_157,четырнадцать плюс шесть равно двадцать,1110 + 110 = 10100,math,addition,1,"['arithmetic', 'addition']"
logic_469,a является элементом множества Rat,a ∈ Rat,logic,membership,2,"['logic', 'membership']"
logic_443,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
logic_728,"если z равно y, то y равно z",z = y . → . y = z,logic,implication,2,"['logic', 'implication']"
logic_817,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
math_57,пятнадцать плюс четырнадцать равно двадцать девять,1111 + 1110 = 11101,math,addition,1,"['arithmetic', 'addition']"
logic_224,c равно b,c = b,logic,equality,1,"['logic', 'equality']"
logic_388,"существует b такой, что b принадлежит Com",∨ b . b ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
comp_340,пятнадцать больше или равно восемь,1111 ≥ 1000,comparison,больше или равно,1,"['comparison', 'inequality']"
math_749,двенадцать плюс пятнадцать равно двадцать семь,1100 + 1111 = 11011,math,addition,1,"['arithmetic', 'addition']"
math_277,четырнадцать минус один равно тринадцать,1110 - 1 = 1101,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_439,восемь больше или равно пять,1000 ≥ 101,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_1359,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
math_1094,восемь плюс два равно десять,1000 + 10 = 1010,math,addition,1,"['arithmetic', 'addition']"
logic_142,b равно z,b = z,logic,equality,1,"['logic', 'equality']"
logic_1123,"существует z такой, что z принадлежит Com",∨ z . z ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
comp_89,десять меньше восемнадцать,1010 < 10010,comparison,меньше,1,"['comparison', 'inequality']"
comp_264,один меньше одиннадцать,1 < 1011,comparison,меньше,1,"['comparison', 'inequality']"
math_982,тринадцать минус двенадцать равно один,1101 - 1100 = 1,math,subtraction,1,"['arithmetic', 'subtraction']"
math_1045,двенадцать минус четыре равно восемь,1100 - 100 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_690,z является элементом множества Int,z ∈ Int,logic,membership,2,"['logic', 'membership']"
math_787,девять минус четыре равно пять,1001 - 100 = 101,math,subtraction,1,"['arithmetic', 'subtraction']"
math_168,одиннадцать плюс семь равно восемнадцать,1011 + 111 = 10010,math,addition,1,"['arithmetic', 'addition']"
logic_1326,"существует z такой, что z принадлежит Rea",∨ z . z ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
math_349,одиннадцать плюс четырнадцать равно двадцать пять,1011 + 1110 = 11001,math,addition,1,"['arithmetic', 'addition']"
math_868,одиннадцать плюс одиннадцать равно двадцать два,1011 + 1011 = 10110,math,addition,1,"['arithmetic', 'addition']"
logic_1012,"если z равно c, то c равно z",z = c . → . c = z,logic,implication,2,"['logic', 'implication']"
math_1154,семь плюс четырнадцать равно двадцать один,111 + 1110 = 10101,math,addition,1,"['arithmetic', 'addition']"
math_334,семь плюс тринадцать равно двадцать,111 + 1101 = 10100,math,addition,1,"['arithmetic', 'addition']"
